序號	書中頁碼	圖上頁碼	地圖編號	地圖名稱	分冊信息	收錄圖冊	圖番（請求圖番）	收錄圖域	所載索引圖	地區	攝影時間	測圖、測量時間	測圖時間2（製版）	測圖者	修正時間	縮圖時間	製圖時間	製版時間	製版者	製印時間	印刷時間	複製時間	複製者	調製時間	調製者	發行時間	發行者	比例尺	ps	WKT
81	86		C0081	道觀河	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌5號		湖北省索引圖1	湖北省		中華民國17年（調查）						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.811699 30.830944,114.811699 31.000849,115.063308 31.000849,115.063308 30.830944,114.811699 30.830944))
82	86		C0082	淋山河	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌6號		湖北省索引圖1	湖北省		中華民國16年（製版）						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.811148 30.664886,114.811148 30.833746,115.063324 30.833746,115.063324 30.664886,114.811148 30.664886))
83	86		C0083	團風	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌7號		湖北省索引圖1	湖北省		中華民國16年（製版）						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.811248 30.498921,114.811248 30.66712,115.063173 30.66712,115.063173 30.498921,114.811248 30.498921))
84	86		C0084	黃岡縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌8號		湖北省索引圖1	湖北省		中華民國16年（製版）						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.811935 30.332036,114.811935 30.500912,115.062883 30.500912,115.062883 30.332036,114.811935 30.332036))
85	86		C0085	鐵山	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌9號		湖北省索引圖1	湖北省		中華民國16年（製版）						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.811445 30.166213,114.811445 30.333562,115.063836 30.333562,115.063836 30.166213,114.811445 30.166213))
86	86		C0086	大冶縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌10號		湖北省索引圖1	湖北省		中華民國6年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.811749 29.99868,114.811749 30.167031,115.063166 30.167031,115.063166 29.99868,114.811749 29.99868))
87	86		C0087	槐樹店	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌11號		湖北省索引圖1	湖北省		中華民國26年						昭和13年								昭和14年	陸地測量部/參謀本部	1:50000	昭和14年改版	POLYGON((114.519608 31.467043,114.519608 31.637008,114.764622 31.637008,114.764622 31.467043,114.519608 31.467043))
88	86		C0088	七里坪	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌12號		湖北省索引圖1	湖北省		中華民國24年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.561605 31.333144,114.561605 31.500461,114.814161 31.500461,114.814161 31.333144,114.561605 31.333144))
89	86		C0089	黃安縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌13號		湖北省索引圖1	湖北省		中華民國23年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.561132 31.166149,114.561132 31.333639,114.81267 31.333639,114.81267 31.166149,114.561132 31.166149))
90	86		C0090	宋埠	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌14號		湖北省索引圖1	湖北省		中華民國23年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.561631 30.99931,114.561631 31.166993,114.813064 31.166993,114.813064 30.99931,114.561631 30.99931))
91	87		C0091	新洲	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌15號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.560665 30.83193,114.560665 31.000504,114.813196 31.000504,114.813196 30.83193,114.560665 30.83193))
92	87		C0092	汪家集	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌16號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.56065 30.666212,114.56065 30.834085,114.812469 30.834085,114.812469 30.666212,114.56065 30.666212))
93	87		C0093	葛店	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌17號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.561936 30.499128,114.561936 30.667008,114.812664 30.667008,114.812664 30.499128,114.561936 30.499128))
94	87		C0094	吳家栗	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌18號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.561372 30.332403,114.561372 30.50043,114.812764 30.50043,114.812764 30.332403,114.561372 30.332403))
95	87		C0095	保安	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌19號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.561738 30.165908,114.561738 30.333693,114.813078 30.333693,114.813078 30.165908,114.561738 30.165908))
96	87		C0096	金牛	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌20號		湖北省索引圖1	湖北省		中華民國6年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.561625 29.997542,114.561625 30.167537,114.813085 30.167537,114.813085 29.997542,114.561625 29.997542))
98	87		C0098	四姑墩	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌22號		湖北省索引圖1	湖北省		中華民國24年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.311804 31.332433,114.311804 31.500306,114.562881 31.500306,114.562881 31.332433,114.311804 31.332433))
99	87		C0099	河口鎮	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌23號		湖北省索引圖1	湖北省		中華民國24年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.312093 31.166402,114.312093 31.33413,114.562623 31.33413,114.562623 31.166402,114.312093 31.166402))
100	87		C0100	木蘭山	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌24號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.309884 30.999139,114.309884 31.167097,114.562781 31.167097,114.562781 30.999139,114.309884 30.999139))
101	88		C0101	黃陂縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌25號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.311915 30.83324,114.311915 31.000058,114.562754 31.000058,114.562754 30.83324,114.311915 30.83324))
102	88		C0102	沙口	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌26號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.311828 30.666533,114.311828 30.833823,114.563504 30.833823,114.563504 30.666533,114.311828 30.666533))
103	88		C0103	磨山	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌27號		湖北省索引圖1	湖北省		中華民國8年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.311363 30.499598,114.311363 30.667974,114.563636 30.667974,114.563636 30.499598,114.311363 30.499598))
104	88		C0104	油坊嶺	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌28號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.311605 30.332837,114.311605 30.500662,114.562533 30.500662,114.562533 30.332837,114.311605 30.332837))
105	88		C0105	土地塘	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌29號		湖北省索引圖1	湖北省		中華民國7年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.309222 30.16515,114.309222 30.333884,114.56499 30.333884,114.56499 30.16515,114.309222 30.16515))
106	88		C0106	山坡	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌30號		湖北省索引圖1	湖北省		中華民國7年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.31158 29.999472,114.31158 30.1668,114.56447 30.1668,114.56447 29.999472,114.31158 29.999472))
107	88		C0107	二郎店	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌31號		湖北省索引圖1	湖北省		中華民國6年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.061552 31.49854,114.061552 31.666991,114.312574 31.666991,114.312574 31.49854,114.061552 31.49854))
108	88		C0108	大悟山	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌32號		湖北省索引圖1	湖北省		中華民國6年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.059644 31.332345,114.059644 31.50038,114.31264 31.50038,114.31264 31.332345,114.059644 31.332345))
109	88		C0109	双峰尖	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌33號		湖北省索引圖1	湖北省		中華民國6年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.059052 31.166403,114.059052 31.334026,114.31291 31.334026,114.31291 31.166403,114.059052 31.166403))
110	88		C0110	東陽岡	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌34號		湖北省索引圖1	湖北省		中華民國16年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.061624 30.999131,114.061624 31.167255,114.312578 31.167255,114.312578 30.999131,114.061624 30.999131))
111	89		C0111	祁家灣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌35號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.061706 30.830858,114.061706 31.000156,114.312727 31.000156,114.312727 30.830858,114.061706 30.830858))
112	89		C0112	黃花澇	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌36號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.062179 30.66574,114.062179 30.83341,114.312554 30.83341,114.312554 30.66574,114.062179 30.66574))
113	89		C0113	漢口	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌37號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.061939 30.499487,114.061939 30.667087,114.313354 30.667087,114.313354 30.499487,114.061939 30.499487))
114	89		C0114	沌口	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌38號		湖北省索引圖1	湖北省		中華民國7年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.060272 30.332392,114.060272 30.500302,114.312578 30.500302,114.312578 30.332392,114.060272 30.332392))
115	89		C0115	玉台山	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌39號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.062047 30.166268,114.062047 30.333641,114.313217 30.333641,114.313217 30.166268,114.062047 30.166268))
116	89		C0116	法泗州	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌40號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((114.061571 29.999065,114.061571 30.166838,114.313886 30.166838,114.313886 29.999065,114.061571 29.999065))
117	89		C0117	應山縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌41號		湖北省索引圖1	湖北省		中華民國6年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000	昭和13年增補改版	POLYGON((113.791269 31.49714,113.791269 31.668233,114.069743 31.668233,114.069743 31.49714,113.791269 31.49714))
118	89		C0118	王家店	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌42號		湖北省索引圖1	湖北省		中華民國6年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((113.811083 31.331311,113.811083 31.5006,114.062552 31.5006,114.062552 31.331311,113.811083 31.331311))
119	89		C0119	花園市	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌43號		湖北省索引圖1	湖北省		中華民國8年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((113.81036 31.166418,113.81036 31.333671,114.063142 31.333671,114.063142 31.166418,113.81036 31.166418))
120	89		C0120	三汊港	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌44號		湖北省索引圖1	湖北省		中華民國8年						昭和13年								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((113.811069 30.997983,113.811069 31.16693,114.063164 31.16693,114.063164 30.997983,113.811069 30.997983))
121	90		C0121	孝感縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌45號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((113.811043 30.832897,113.811043 31.000377,114.062933 31.000377,114.062933 30.832897,113.811043 30.832897))
122	90		C0122	新溝	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌46號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((113.811997 30.665875,113.811997 30.833748,114.062687 30.833748,114.062687 30.665875,113.811997 30.665875))
123	90		C0123	漢川縣	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌47號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((113.810332 30.499376,113.810332 30.666872,114.062663 30.666872,114.062663 30.499376,113.810332 30.499376))
124	90		C0124	奓山	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌48號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((113.811848 30.332994,113.811848 30.500457,114.063291 30.500457,114.063291 30.332994,113.811848 30.332994))
125	90		C0125	簰洲	第一冊	中國大陸五萬分之一地圖集成	南支那五萬分之一圖武昌49號		湖北省索引圖1	湖北省								昭和13年（中華民國16年製版）								昭和13年	陸地測量部/參謀本部	1:50000		POLYGON((113.810913 30.165663,113.810913 30.333979,114.064143 30.333979,114.064143 30.165663,113.810913 30.165663))
